Area Type,Area Name (County Names),Period,Series Code,Industry Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90940000,State and Local Government,21500,23000,1500,0.07
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90920000,State Government,8500,9500,1000,0.118
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90921611,State Government Education,7800,8700,900,0.115
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90922000,State Government Excluding Education,700,800,100,0.143
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90930000,Local Government,13000,13500,500,0.038
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90932000,Local Government Excluding Education,5600,5800,200,0.036
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,000001,Total Employment,222100,241000,18900,0.085
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,006010,Self Employment,14400,15700,1300,0.09
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,008010,Private Household Workers,700,500,-200,-0.286
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,11000000,Total Farm,22900,24800,1900,0.083
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,0,Total Nonfarm,184100,200000,15900,0.086
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,10000000,Mining and Logging,1000,800,-200,-0.2
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,20000000,Construction,8800,10000,1200,0.136
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,30000000,Manufacturing,12900,13600,700,0.054
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,31000000,Durable Goods Manufacturing,9000,9100,100,0.011
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,40000000,"Trade, Transportation, and Utilities",27200,27400,200,0.007
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,41000000,Wholesale Trade,5100,5400,300,0.059
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,42000000,Retail Trade,18700,18300,-400,-0.021
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,42445000,Food and Beverage Stores,5000,5600,600,0.12
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,42448000,Clothing and Clothing Accessories Stores,2000,1600,-400,-0.2
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",3400,3600,200,0.059
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,50000000,Information,4000,4700,700,0.175
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,55000000,Financial Activities,6700,6500,-200,-0.03
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,55520000,Finance and Insurance,3700,3400,-300,-0.081
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,55530000,Real Estate and Rental and Leasing,3000,3100,100,0.033
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,60000000,Professional and Business Services,22700,25200,2500,0.11
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,60540000,"Professional, Scientific, and Technical Services",11200,12700,1500,0.134
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,60550000,Management of Companies and Enterprises,2700,2900,200,0.074
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,8800,9600,800,0.091
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",27400,31600,4200,0.153
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,65610000,Educational Services (Private),2900,3200,300,0.103
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,65620000,Health Care and Social Assistance,24500,28300,3800,0.155
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,70000000,Leisure and Hospitality,28200,31400,3200,0.113
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,70710000,"Arts, Entertainment, and Recreation",3600,4100,500,0.139
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,70720000,Accommodation and Food Services,24600,27300,2700,0.11
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,70721000,Accommodation,5500,5800,300,0.055
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,70722000,Food Services and Drinking Places,19100,21500,2400,0.126
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),6200,6600,400,0.065
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90000000,Government,39000,42200,3200,0.082
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90910000,Federal Government,3500,3700,200,0.057
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90940000,State and Local Government,35500,38600,3100,0.087
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90920000,State Government,12100,13000,900,0.074
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90921611,State Government Education,11500,12400,900,0.078
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90922000,State Government Excluding Education,600,600,0,0
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90930000,Local Government,23300,25600,2300,0.099
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90931611,Local Government Education,11900,12900,1000,0.084
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90932000,Local Government Excluding Education,11400,12700,1300,0.114
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,000001,Total Employment,231600,248100,16500,0.071
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,006010,Self Employment,15800,16800,1000,0.063
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,008010,Private Household Workers,400,400,0,0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,11000000,Total Farm,6700,7000,300,0.045
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,0,Total Nonfarm,208700,223900,15200,0.073
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,10000000,Mining and Logging,200,200,0,0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,20000000,Construction,15200,16000,800,0.053
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,20238000,Specialty Trade Contractors,9800,10300,500,0.051
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,30000000,Manufacturing,23400,23400,0,0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,31000000,Durable Goods Manufacturing,9000,8400,-600,-0.067
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,32000000,Nondurable Goods Manufacturing,14400,15000,600,0.042
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,40000000,"Trade, Transportation, and Utilities",36500,37800,1300,0.036
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,41000000,Wholesale Trade,7500,8000,500,0.067
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,42000000,Retail Trade,24900,25200,300,0.012
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,42445000,Food and Beverage Stores,7700,8300,600,0.078
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,42452000,General Merchandise Stores,3200,3200,0,0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",4100,4600,500,0.122
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,50000000,Information,2700,2800,100,0.037
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,55000000,Financial Activities,8900,9100,200,0.022
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,55520000,Finance and Insurance,4900,5000,100,0.02
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,60000000,Professional and Business Services,23200,25900,2700,0.116
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,60540000,"Professional, Scientific, and Technical Services",9200,10700,1500,0.163
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,60550000,Management of Companies and Enterprises,2400,2500,100,0.042
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,11700,12700,1000,0.085
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,60561000,Administrative and Support Services,10900,11900,1000,0.092
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",34800,41500,6700,0.193
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,65620000,Health Care and Social Assistance,32700,38900,6200,0.19
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,70000000,Leisure and Hospitality,25700,28400,2700,0.105
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,70720000,Accommodation and Food Services,21700,23800,2100,0.097
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,70722000,Food Services and Drinking Places,17800,19400,1600,0.09
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),7100,7500,400,0.056
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90000000,Government,31100,31300,200,0.006
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90910000,Federal Government,1300,1300,0,0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90940000,State and Local Government,29800,30000,200,0.007
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90920000,State Government,4400,4000,-400,-0.091
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90921611,State Government Education,2400,2600,200,0.083
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90922000,State Government Excluding Education,1900,1400,-500,-0.263
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90930000,Local Government,25400,26000,600,0.024
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90931611,Local Government Education,14300,14600,300,0.021
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90932000,Local Government Excluding Education,11100,11400,300,0.027
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,000001,Total Employment,272000,301700,29700,0.109
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,006010,Self Employment,15200,16300,1100,0.072
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,008010,Private Household Workers,100,300,200,2
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,11000000,Total Farm,15600,17000,1400,0.09
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,0,Total Nonfarm,241100,268100,27000,0.112
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,10000000,Mining and Logging,100,100,0,0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,20000000,Construction,12800,14300,1500,0.117
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,20238000,Specialty Trade Contractors,8900,10200,1300,0.146
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,30000000,Manufacturing,19600,19800,200,0.01
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,31000000,Durable Goods Manufacturing,9300,9300,0,0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,32000000,Nondurable Goods Manufacturing,10300,10500,200,0.019
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,32311000,Food Manufacturing,5000,4900,-100,-0.02
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,40000000,"Trade, Transportation, and Utilities",67500,76000,8500,0.126
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,41000000,Wholesale Trade,12600,14100,1500,0.119
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,42000000,Retail Trade,26700,26900,200,0.007
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,42448000,Clothing and Clothing Accessories Stores,2200,2100,-100,-0.045
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,42452000,General Merchandise Stores,6700,6800,100,0.015
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,42452200,Department Stores,1600,1200,-400,-0.25
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",28200,35000,6800,0.241
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,43400089,Transportation and Warehousing,26900,33600,6700,0.249
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,43484000,Truck Transportation,6700,7300,600,0.09
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,43493000,Warehousing and Storage,15400,21000,5600,0.364
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,50000000,Information,1800,1600,-200,-0.111
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,55000000,Financial Activities,7800,8100,300,0.038
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,55520000,Finance and Insurance,4800,4700,-100,-0.021
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,55522000,Credit Intermediation and Related Activities,2000,1700,-300,-0.15
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,60000000,Professional and Business Services,19600,23200,3600,0.184
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,12900,15600,2700,0.209
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",38800,48000,9200,0.237
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,65610000,Educational Services (Private),4700,5800,1100,0.234
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,65620000,Health Care and Social Assistance,34000,42200,8200,0.241
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,70000000,Leisure and Hospitality,22100,24100,2000,0.09
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,70710000,"Arts, Entertainment, and Recreation",2600,2800,200,0.077
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,70720000,Accommodation and Food Services,19500,21300,1800,0.092
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,70722000,Food Services and Drinking Places,18200,19900,1700,0.093
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,70722500,Restaurants and Other Eating Places,17700,19500,1800,0.102
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),7600,8400,800,0.105
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,90000000,Government,43500,44500,1000,0.023
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,90910000,Federal Government,3100,3100,0,0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,90940000,State and Local Government,40400,41400,1000,0.025
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,90920000,State Government,6700,7100,400,0.06
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,90930000,Local Government,33700,34300,600,0.018
